Customer_ID,Booking_Frequency,Avg_Spending,Preferred_Service,Review_Text,Last_Activity
CUST02073,6,23.92,Nail Care,The waiting time was too long. Service quality was acceptable but not outstanding. The staff did not handle feedback well. The overall experience felt frustrating. Visit reference 2073.,2025-05-30
CUST02074,6,160.12,Spa,Pricing felt fair for the quality provided. One of the best appointments I have had. Great attention to detail throughout the session. The treatment rooms were very clean. My stylist listened carefully to my preferences. Waiting time was minimal. Visit reference 2074.,2026-01-14
CUST02075,11,256.03,,Everyone was courteous and patient. The schedule slipped by about fifteen minutes. Cleanliness was acceptable overall. Visit reference 2075.,2025-10-24
CUST02076,25,320.01,Hair Coloring,I waited a little longer than expected. Cost was in line with what I expected. The facility was spotless and comfortable. The therapist explained each step clearly. Great attention to detail throughout the session. Excellent service from start to finish. Visit reference 2076.,2026-02-22
CUST02077,8,158.92,Facial,Everyone was courteous and patient. Hygiene standards appeared excellent. Pricing was standard compared to similar places. I had a fantastic experience today. I waited a little longer than expected. Visit reference 2077.,2025-12-23
CUST02078,9,128.50,Spa,"Communication was clear, though not very warm. The outcome was decent with room for improvement. The environment did not feel as clean as expected. There was a moderate delay before the service began. Visit reference 2078.",2025-09-29
CUST02079,3,64.50,Haircut,"Cleanliness was acceptable overall. The price was acceptable, though not a bargain. Service quality was acceptable but not outstanding. The staff handled requests adequately. The visit was average. Visit reference 2079.",2025-09-01
CUST02080,1,42.18,Facial,The quality of work was inconsistent. The visit was deeply disappointing. The final bill felt overpriced. The staff seemed distracted and uncoordinated. Visit reference 2080.,2025-04-28
CUST02081,27,363.17,Makeup,The cost matched the overall experience. The facility was spotless and comfortable. My stylist listened carefully to my preferences. Service quality was acceptable but not outstanding. Visit reference 2081.,2025-11-12
CUST02082,1,184.34,Spa,Hygiene standards appeared excellent. Everyone was courteous and patient. The appointment went fairly well. I waited a little longer than expected. The result was fine for a routine visit. Pricing felt fair for the quality provided. Visit reference 2082.,2025-11-25
CUST02083,10,63.18,Nail Care,There was a moderate delay before the service began. The space looked reasonably maintained. Visit reference 2083.,2025-08-01
CUST02084,6,56.92,Nail Care,The visit was average. Cost was in line with what I expected. The staff handled requests adequately. Cleanliness was acceptable overall. There was a moderate delay before the service began. The outcome was decent with room for improvement. Visit reference 2084.,2025-07-15
CUST02085,4,85.02,Facial,I waited far beyond my appointment time. The interaction felt rushed and impersonal. There were noticeable issues during the service. The final bill felt overpriced. Some areas did not look properly maintained. The outcome was decent with room for improvement. Visit reference 2085.,2025-04-11
CUST02086,2,138.14,Massage,The service quality was excellent. Pricing was standard compared to similar places. My stylist listened carefully to my preferences. Visit reference 2086.,2026-02-20
CUST02087,34,267.62,Haircut,The waiting time was too long. Cleanliness standards need improvement. The staff did not handle feedback well. I do not think the service justified the cost. The service quality was far below acceptable. Visit reference 2087.,2025-07-18
CUST02088,6,100.18,Nail Care,"Cleanliness was acceptable overall. There was a moderate delay before the service began. Nothing remarkable, just standard service. Visit reference 2088.",2025-09-19
CUST02089,25,242.70,Haircut,The environment was mostly tidy. The schedule slipped by about fifteen minutes. The therapist explained each step clearly. Cost was in line with what I expected. The appointment went fairly well. Visit reference 2089.,2026-01-18
CUST02090,12,107.69,Makeup,,2025-10-14
CUST02091,38,297.62,Makeup,I had trouble getting clear answers from the team. Pricing was standard compared to similar places. The environment did not feel as clean as expected. I noticed avoidable mistakes in the service. Visit reference 2091.,2025-06-06
CUST02092,7,147.42,Hair Coloring,"The final result looked polished and professional. The price was acceptable, though not a bargain. Excellent service from start to finish. The treatment rooms were very clean. Visit reference 2092.",2025-12-12
CUST02093,17,277.64,Haircut,The service quality was excellent. Cleanliness was acceptable overall. There was a moderate delay before the service began. Visit reference 2093.,2025-12-16
CUST02094,8,145.18,Hair Coloring,"The price was acceptable, though not a bargain. Service quality was acceptable but not outstanding. The staff handled requests adequately. The schedule slipped by about fifteen minutes. It was an okay appointment. Cleanliness was acceptable overall. Visit reference 2094.",2025-10-30
CUST02095,0,26.55,Makeup,The staff seemed distracted and uncoordinated. Some areas did not look properly maintained. I noticed avoidable mistakes in the service. The service quality was far below acceptable. The pricing felt high for what I received. Visit reference 2095.,2025-05-16
CUST02096,5,112.29,Massage,"The space looked reasonably maintained. The staff handled requests adequately. Service quality was acceptable but not outstanding. The price was acceptable, though not a bargain. The appointment did not go as planned. The schedule slipped by about fifteen minutes. Visit reference 2096.",2025-06-24
CUST02097,2,159.13,Facial,I had a fantastic experience today. The final result looked polished and professional. The treatment rooms were very clean. There was a moderate delay before the service began. Everyone was courteous and patient. Pricing was standard compared to similar places. Visit reference 2097.,2026-03-01
CUST02098,10,131.29,Massage,"Service quality was acceptable but not outstanding. The team was professional but distant. Nothing remarkable, just standard service. Visit reference 2098.",2025-09-04
CUST02099,8,107.35,Spa,The outcome was decent with room for improvement. The space looked reasonably maintained. The staff handled requests adequately. Service quality was acceptable. The schedule slipped by about fifteen minutes. Cost was in line with what I expected. Visit reference 2099.,2025-10-20
CUST02100,5,53.52,Facial,"There was a moderate delay before the service began. Staff behavior was polite but somewhat rushed. Nothing remarkable, just standard service. Cost was in line with what I expected. Cleanliness was acceptable overall. The outcome was decent with room for improvement. Visit reference 2100.",2025-07-24
CUST02101,8,109.38,Nail Care,,2025-09-15
CUST02102,2,62.53,Makeup,,2025-11-14
CUST02103,4,18.13,Nail Care,I am very unhappy with this appointment. The staff seemed distracted and uncoordinated. The quality of work was inconsistent. Visit reference 2103.,2025-03-31
CUST02104,4,124.92,Hair Coloring,Excellent service from start to finish. The final result looked polished and professional. Visit reference 2104.,2026-02-02
CUST02105,9,158.90,Makeup,The space looked reasonably maintained. Waiting time was minimal. I left satisfied with the result. Service quality was acceptable but not outstanding. Visit reference 2105.,2026-01-03
CUST02106,26,232.04,Massage,,2026-02-10
CUST02107,4,70.65,Facial,Service quality was acceptable. The team was professional but distant. Service quality was acceptable but not outstanding. The space looked reasonably maintained. Pricing was standard compared to similar places. Visit reference 2107.,2025-08-08
CUST02108,4,80.58,Spa,Cleanliness was acceptable overall. The experience met basic expectations. The outcome was decent with room for improvement. The team was professional but distant. I waited a little longer than expected. Visit reference 2108.,2025-06-16
CUST02109,27,270.40,Makeup,I had a fantastic experience today. I was seated almost immediately. Pricing felt fair for the quality provided. The facility was spotless and comfortable. Visit reference 2109.,2026-01-09
CUST02110,6,161.92,Haircut,The staff were attentive and professional. Pricing felt fair for the quality provided. The treatment rooms were very clean. Waiting time was minimal. Visit reference 2110.,2026-02-01
CUST02111,22,112.93,Massage,"I noticed avoidable mistakes in the service. Communication was clear, though not very warm. Some areas did not look properly maintained. I do not think the service justified the cost. There were noticeable issues during the service. There was a moderate delay before the service began. Visit reference 2111.",2025-06-06
CUST02112,7,99.75,Facial,The outcome was decent with room for improvement. It was an okay appointment. There was a moderate delay before the service began. The staff handled requests adequately. The space looked reasonably maintained. Visit reference 2112.,2025-08-28
CUST02113,39,332.35,Facial,"The price was acceptable, though not a bargain. There was a moderate delay before the service began. Visit reference 2113.",2025-10-14
CUST02114,37,,Haircut,"Staff behavior was polite but somewhat rushed. I waited a little longer than expected. Service quality was acceptable but not outstanding. The price was acceptable, though not a bargain. Cleanliness was acceptable overall. Visit reference 2114.",2025-10-25
CUST02115,9,165.43,Nail Care,The therapist explained each step clearly. There was a moderate delay before the service began. Cost was in line with what I expected. Hygiene standards appeared excellent. The team made me feel genuinely welcome. Visit reference 2115.,2025-12-13
CUST02116,2,30.26,,There was a moderate delay before the service began. Pricing was standard compared to similar places. Staff behavior was polite but somewhat rushed. It was an okay appointment. Service quality was acceptable but not outstanding. Visit reference 2116.,2025-06-21
CUST02117,5,153.43,Makeup,"The facility was spotless and comfortable. There was a moderate delay before the service began. Service quality was acceptable but not outstanding. Overall, a good visit. Visit reference 2117.",2026-01-06
CUST02118,4,12.14,Massage,The overall experience felt frustrating. The final bill felt overpriced. The delay was excessive and poorly communicated. Visit reference 2118.,2025-06-06
CUST02119,4,59.90,Massage,The quality of work was inconsistent. The schedule slipped by about fifteen minutes. The environment was mostly tidy. I do not think the service justified the cost. Visit reference 2119.,2025-06-19
CUST02120,19,223.82,Hair Coloring,"Waiting time was minimal. Pricing was standard compared to similar places. A pleasant experience with minor issues. Communication was clear, though not very warm. Visit reference 2120.",2025-11-14
CUST02121,1,60.41,Nail Care,The environment did not feel as clean as expected. There were noticeable issues during the service. Visit reference 2121.,2025-04-17
CUST02122,6,105.22,,The experience met basic expectations. There was a moderate delay before the service began. Pricing was standard compared to similar places. The team was professional but distant. The environment was mostly tidy. Visit reference 2122.,2025-10-25
CUST02123,14,329.04,Massage,The environment was mostly tidy. There was a moderate delay before the service began. The outcome was decent with room for improvement. Cost was in line with what I expected. Visit reference 2123.,2025-07-14
CUST02124,9,146.28,Makeup,The final result looked polished and professional. The space looked reasonably maintained. There was a moderate delay before the service began. The therapist explained each step clearly. The service was solid and dependable. Visit reference 2124.,2026-02-08
CUST02125,33,267.61,Massage,"The price was acceptable, though not a bargain. The result was fine for a routine visit. The team was professional but distant. The environment was mostly tidy. Visit reference 2125.",2025-11-29
CUST02126,0,62.51,Haircut,My stylist listened carefully to my preferences. The final result looked polished and professional. I left satisfied with the result. Visit reference 2126.,2025-11-07
CUST02127,6,,Haircut,I waited far beyond my appointment time. The environment did not feel as clean as expected. The interaction felt rushed and impersonal. The visit was deeply disappointing. I noticed avoidable mistakes in the service. I do not think the service justified the cost. Visit reference 2127.,2025-05-07
CUST02128,9,109.90,Hair Coloring,Cost was in line with what I expected. The schedule slipped by about fifteen minutes. I noticed avoidable mistakes in the service. The staff handled requests adequately. Cleanliness standards need improvement. The appointment did not go as planned. Visit reference 2128.,2025-06-28
CUST02129,6,155.02,Spa,The treatment rooms were very clean. The staff were attentive and professional. Pricing felt fair for the quality provided. The final result looked polished and professional. I was seated almost immediately. I had a fantastic experience today. Visit reference 2129.,2026-01-27
CUST02130,4,149.36,Haircut,Great attention to detail throughout the session. Waiting time was minimal. Everything exceeded my expectations. The therapist explained each step clearly. Pricing was standard compared to similar places. Hygiene standards appeared excellent. Visit reference 2130.,2026-01-08
CUST02131,9,91.01,Facial,There were noticeable issues during the service. The team was professional but distant. I waited a little longer than expected. Some areas did not look properly maintained. Pricing was standard compared to similar places. Visit reference 2131.,2025-07-01
CUST02132,11,177.50,Spa,"The environment was mostly tidy. Communication was clear, though not very warm. The appointment went fairly well. The result was fine for a routine visit. Visit reference 2132.",2025-11-20
CUST02133,30,202.95,Haircut,Service quality was acceptable but not outstanding. Cost was in line with what I expected. Visit reference 2133.,2025-08-26
CUST02134,28,363.76,Spa,Great attention to detail throughout the session. Hygiene standards appeared excellent. Everyone was courteous and patient. Visit reference 2134.,2026-01-26
CUST02135,8,150.06,Makeup,Cleanliness was acceptable overall. The service quality was excellent. The team was professional but distant. A pleasant experience with minor issues. Visit reference 2135.,2026-01-09
CUST02136,18,283.09,Makeup,The final result looked polished and professional. The team made me feel genuinely welcome. Waiting time was minimal. The staff were attentive and professional. Visit reference 2136.,2026-02-22
CUST02137,1,179.44,Hair Coloring,Pricing was standard compared to similar places. The result was fine for a routine visit. The facility was spotless and comfortable. Check-in was quick and smooth. I left satisfied with the result. Visit reference 2137.,2026-01-29
CUST02138,16,191.30,Spa,Cost was in line with what I expected. The space looked reasonably maintained. The outcome was decent with room for improvement. Visit reference 2138.,2025-10-05
CUST02139,21,157.62,Facial,The therapist explained each step clearly. The appointment went fairly well. Waiting time was minimal. The treatment rooms were very clean. Pricing felt fair for the quality provided. Visit reference 2139.,2025-12-27
CUST02140,6,136.05,Spa,The staff were attentive and professional. Pricing felt fair for the quality provided. Excellent service from start to finish. The service quality was excellent. I was seated almost immediately. Hygiene standards appeared excellent. Visit reference 2140.,2025-11-06
CUST02141,26,307.77,Spa,Hygiene standards appeared excellent. Check-in was quick and smooth. The service quality was excellent. Pricing was standard compared to similar places. Visit reference 2141.,2026-02-23
CUST02142,6,10.00,Hair Coloring,The appointment did not go as planned. The delay was excessive and poorly communicated. I had trouble getting clear answers from the team. The environment was mostly tidy. Visit reference 2142.,2025-04-02
CUST02143,21,176.03,Facial,,2025-12-09
CUST02144,6,111.14,Haircut,Great attention to detail throughout the session. The team was professional but distant. Hygiene standards appeared excellent. There was a moderate delay before the service began. The cost matched the overall experience. Visit reference 2144.,2025-12-01
CUST02145,5,169.15,Spa,The final result looked polished and professional. The team was professional but distant. Check-in was quick and smooth. The space looked reasonably maintained. A pleasant experience with minor issues. Visit reference 2145.,2026-03-07
CUST02146,29,253.09,Hair Coloring,,2025-12-08
CUST02147,19,143.44,Nail Care,,2025-10-16
CUST02148,9,187.89,Massage,"The schedule slipped by about fifteen minutes. There were noticeable issues during the service. The environment did not feel as clean as expected. Service quality was acceptable but not outstanding. The price was acceptable, though not a bargain. Visit reference 2148.",2025-04-12
CUST02149,6,73.04,Makeup,The interaction felt rushed and impersonal. The pricing felt high for what I received. Visit reference 2149.,2025-06-03
CUST02150,0,10.00,Facial,I waited far beyond my appointment time. The staff seemed distracted and uncoordinated. I do not think the service justified the cost. Visit reference 2150.,2025-06-05
CUST02151,3,179.60,Hair Coloring,The therapist explained each step clearly. The facility was spotless and comfortable. Excellent service from start to finish. Cost was in line with what I expected. The final result looked polished and professional. Visit reference 2151.,2026-02-01
CUST02152,19,223.23,Makeup,Check-in was quick and smooth. The treatment rooms were very clean. Everything exceeded my expectations. The service quality was excellent. Visit reference 2152.,2025-11-28
CUST02153,10,118.69,Hair Coloring,The therapist explained each step clearly. One of the best appointments I have had. I was seated almost immediately. Cost was in line with what I expected. Visit reference 2153.,2025-12-13
CUST02154,6,,Nail Care,It was an okay appointment. I waited a little longer than expected. The result was fine for a routine visit. The space looked reasonably maintained. Visit reference 2154.,2025-08-21
CUST02155,1,48.38,Haircut,,2025-10-11
CUST02156,9,89.13,Haircut,Cost was in line with what I expected. Cleanliness was acceptable overall. Service quality was acceptable but not outstanding. Visit reference 2156.,2025-09-07
CUST02157,23,209.13,Spa,"The final result looked polished and professional. Everything exceeded my expectations. The therapist explained each step clearly. The price was acceptable, though not a bargain. Visit reference 2157.",2025-11-27
CUST02158,10,135.96,Nail Care,,2025-11-08
CUST02159,6,47.80,,The final result did not match what I requested. The delay was excessive and poorly communicated. The pricing felt high for what I received. The interaction felt rushed and impersonal. Visit reference 2159.,2025-07-28
CUST02160,22,195.22,Makeup,,2026-01-05
CUST02161,5,124.72,Spa,My stylist listened carefully to my preferences. Pricing was standard compared to similar places. The schedule slipped by about fifteen minutes. Everything exceeded my expectations. Visit reference 2161.,2025-12-09
CUST02162,5,105.26,Haircut,"The price was acceptable, though not a bargain. The result was fine for a routine visit. Nothing remarkable, just standard service. The environment was mostly tidy. I waited a little longer than expected. The team was professional but distant. Visit reference 2162.",2025-07-18
CUST02163,1,68.62,Nail Care,Staff behavior was polite but somewhat rushed. The schedule slipped by about fifteen minutes. Visit reference 2163.,2025-09-29
CUST02164,4,141.72,Facial,"I found the value for money reasonable. The outcome was decent with room for improvement. My stylist listened carefully to my preferences. There was a moderate delay before the service began. Overall, a good visit. Visit reference 2164.",2026-01-03
CUST02165,25,215.99,Makeup,,2025-09-04
CUST02166,11,142.38,Facial,The appointment went fairly well. The treatment rooms were very clean. Great attention to detail throughout the session. Visit reference 2166.,2025-12-31
CUST02167,6,161.48,Hair Coloring,Cleanliness was acceptable overall. The outcome was decent with room for improvement. Visit reference 2167.,2026-01-13
CUST02168,26,337.92,,"Great attention to detail throughout the session. The price was acceptable, though not a bargain. I was seated almost immediately. One of the best appointments I have had. Visit reference 2168.",2026-02-21
CUST02169,3,116.89,Facial,,2025-10-22
CUST02170,3,55.90,Haircut,The environment was mostly tidy. Cost was in line with what I expected. The staff handled requests adequately. Service quality was acceptable but not outstanding. There was a moderate delay before the service began. The visit was average. Visit reference 2170.,2025-08-25
CUST02171,10,133.36,Makeup,"The visit was average. The price was acceptable, though not a bargain. Communication was clear, though not very warm. The schedule slipped by about fifteen minutes. Cleanliness was acceptable overall. Service quality was acceptable but not outstanding. Visit reference 2171.",2025-10-10
CUST02172,8,82.43,Massage,"Cost was in line with what I expected. Communication was clear, though not very warm. There was a moderate delay before the service began. Visit reference 2172.",2025-07-21
CUST02173,16,171.52,Spa,The staff did not handle feedback well. Some areas did not look properly maintained. I waited far beyond my appointment time. I do not think the service justified the cost. The service quality was far below acceptable. I noticed avoidable mistakes in the service. Visit reference 2173.,2025-07-26
CUST02174,9,113.78,Haircut,The waiting time was too long. Some areas did not look properly maintained. The quality of work was inconsistent. The interaction felt rushed and impersonal. Visit reference 2174.,2025-07-03
CUST02175,3,80.59,Facial,,2025-07-28
CUST02176,7,142.72,Makeup,Everyone was courteous and patient. The cost matched the overall experience. The treatment rooms were very clean. Check-in was quick and smooth. Visit reference 2176.,2026-02-05
CUST02177,2,172.55,Spa,The environment was mostly tidy. Pricing felt fair for the quality provided. The team was professional but distant. The schedule slipped by about fifteen minutes. The service was solid and dependable. Visit reference 2177.,2025-12-18
CUST02178,34,269.39,Facial,,2025-12-25
CUST02179,9,119.23,Facial,It was an okay appointment. The outcome was decent with room for improvement. There was a moderate delay before the service began. Pricing was standard compared to similar places. Cleanliness was acceptable overall. Staff behavior was polite but somewhat rushed. Visit reference 2179.,2025-08-17
CUST02180,4,143.30,Spa,,2025-11-24
CUST02181,10,194.31,Spa,The cost matched the overall experience. The service quality was excellent. Cleanliness was acceptable overall. A pleasant experience with minor issues. Everyone was courteous and patient. Waiting time was minimal. Visit reference 2181.,2025-12-07
CUST02182,13,93.88,Facial,The outcome was decent with room for improvement. Pricing was standard compared to similar places. The environment did not feel as clean as expected. Visit reference 2182.,2025-03-07
CUST02183,15,186.59,Makeup,I left satisfied with the result. The facility was spotless and comfortable. Visit reference 2183.,2026-01-05
CUST02184,9,102.33,Haircut,"I had trouble getting clear answers from the team. The overall experience felt frustrating. I waited far beyond my appointment time. The price was acceptable, though not a bargain. The final result did not match what I requested. Visit reference 2184.",2025-06-24
CUST02185,5,262.40,Makeup,The waiting time was too long. Service quality was acceptable but not outstanding. The staff handled requests adequately. The pricing felt high for what I received. The environment was mostly tidy. Visit reference 2185.,2025-08-02
CUST02186,10,235.35,Spa,A pleasant experience with minor issues. Service quality was acceptable but not outstanding. There was a moderate delay before the service began. Everyone was courteous and patient. Visit reference 2186.,2026-03-13
CUST02187,2,21.04,Nail Care,I waited far beyond my appointment time. The interaction felt rushed and impersonal. The final bill felt overpriced. I noticed avoidable mistakes in the service. This was my worst experience at a salon. Visit reference 2187.,2025-03-28
CUST02188,25,265.12,Facial,"Everyone was courteous and patient. I waited a little longer than expected. The final result looked polished and professional. The price was acceptable, though not a bargain. The team made me feel genuinely welcome. Visit reference 2188.",2025-12-05
CUST02189,6,101.37,Makeup,The final result did not match what I requested. Some areas did not look properly maintained. I do not think the service justified the cost. Visit reference 2189.,2025-04-30
CUST02190,0,168.72,Haircut,I do not think the service justified the cost. The delay was excessive and poorly communicated. This was my worst experience at a salon. I had trouble getting clear answers from the team. I noticed avoidable mistakes in the service. Cleanliness standards need improvement. Visit reference 2190.,2025-04-20
CUST02191,9,94.82,Spa,"The schedule slipped by about fifteen minutes. The price was acceptable, though not a bargain. Visit reference 2191.",2025-07-01
CUST02192,0,16.26,Nail Care,,2025-08-25
CUST02193,12,237.97,Makeup,"One of the best appointments I have had. There was a moderate delay before the service began. The price was acceptable, though not a bargain. My stylist listened carefully to my preferences. Visit reference 2193.",2026-03-10
CUST02194,2,122.24,Facial,The space looked reasonably maintained. Waiting time was minimal. Pricing was standard compared to similar places. The staff were attentive and professional. Visit reference 2194.,2026-01-05
CUST02195,19,403.77,Hair Coloring,The treatment rooms were very clean. The staff were attentive and professional. Pricing felt fair for the quality provided. I was seated almost immediately. Visit reference 2195.,2026-03-09
CUST02196,26,304.71,Spa,Pricing was standard compared to similar places. My stylist listened carefully to my preferences. Visit reference 2196.,2026-01-20
CUST02197,20,195.27,Haircut,"The price was acceptable, though not a bargain. The visit was average. The result was fine for a routine visit. Staff behavior was polite but somewhat rushed. Cleanliness was acceptable overall. There was a moderate delay before the service began. Visit reference 2197.",2025-07-13
CUST02198,2,30.38,Nail Care,The quality of work was inconsistent. The service quality was far below acceptable. The waiting time was too long. Visit reference 2198.,2025-05-24
CUST02199,7,73.54,Spa,"The price was acceptable, though not a bargain. The schedule slipped by about fifteen minutes. Visit reference 2199.",2025-09-30
CUST02200,25,239.23,Spa,Staff behavior was polite but somewhat rushed. There was a moderate delay before the service began. Cost was in line with what I expected. The outcome was decent with room for improvement. The service was solid and dependable. Hygiene standards appeared excellent. Visit reference 2200.,2026-01-13
CUST02201,3,101.53,Facial,"I found the value for money reasonable. The result was fine for a routine visit. My stylist listened carefully to my preferences. Overall, a good visit. The facility was spotless and comfortable. Visit reference 2201.",2026-01-03
CUST02202,8,242.83,Facial,"The experience met basic expectations. The outcome was decent with room for improvement. The environment was mostly tidy. Staff behavior was polite but somewhat rushed. The price was acceptable, though not a bargain. Visit reference 2202.",2025-07-31
CUST02203,4,164.32,Makeup,Everything exceeded my expectations. Pricing was standard compared to similar places. Check-in was quick and smooth. The facility was spotless and comfortable. Visit reference 2203.,2026-01-28
CUST02204,2,74.70,Massage,The appointment did not go as planned. I had trouble getting clear answers from the team. The environment did not feel as clean as expected. The quality of work was inconsistent. I waited far beyond my appointment time. Visit reference 2204.,2025-07-05
CUST02205,15,269.54,Hair Coloring,I found the value for money reasonable. The appointment went fairly well. Check-in was quick and smooth. Visit reference 2205.,2026-02-11
CUST02206,1,118.92,Massage,I was seated almost immediately. The treatment rooms were very clean. The final result looked polished and professional. One of the best appointments I have had. Visit reference 2206.,2025-10-15
CUST02207,1,62.56,Facial,I noticed avoidable mistakes in the service. I had trouble getting clear answers from the team. The visit was deeply disappointing. The pricing felt high for what I received. The environment did not feel as clean as expected. The waiting time was too long. Visit reference 2207.,2025-06-19
CUST02208,9,211.57,Spa,Check-in was quick and smooth. The service quality was excellent. My stylist listened carefully to my preferences. Everything exceeded my expectations. Visit reference 2208.,2026-01-28
CUST02209,7,74.15,Spa,"Cleanliness standards need improvement. The price was acceptable, though not a bargain. I expected better organization and communication. The staff seemed distracted and uncoordinated. The final result did not match what I requested. Visit reference 2209.",2025-05-04
CUST02210,0,125.60,Hair Coloring,A pleasant experience with minor issues. The staff were attentive and professional. Check-in was quick and smooth. Pricing was standard compared to similar places. Visit reference 2210.,2025-10-14
CUST02211,2,,Facial,,2025-12-06
CUST02212,5,146.10,Haircut,Some areas did not look properly maintained. The service quality was far below acceptable. The pricing felt high for what I received. I waited far beyond my appointment time. I noticed avoidable mistakes in the service. The staff seemed distracted and uncoordinated. Visit reference 2212.,2025-06-29
CUST02213,1,131.26,Spa,Pricing felt fair for the quality provided. A pleasant experience with minor issues. The facility was spotless and comfortable. Visit reference 2213.,2025-12-22
CUST02214,7,268.45,Makeup,Cleanliness was acceptable overall. The schedule slipped by about fifteen minutes. Great attention to detail throughout the session. Visit reference 2214.,2026-01-26
CUST02215,1,35.88,Makeup,"Nothing remarkable, just standard service. Service quality was acceptable but not outstanding. The price was acceptable, though not a bargain. Visit reference 2215.",2025-10-25
CUST02216,19,199.88,Makeup,My stylist listened carefully to my preferences. Great attention to detail throughout the session. The cost matched the overall experience. The treatment rooms were very clean. Excellent service from start to finish. Visit reference 2216.,2025-12-08
CUST02217,5,49.79,Spa,"The environment was mostly tidy. The final bill felt overpriced. Communication was clear, though not very warm. Visit reference 2217.",2025-06-15
CUST02218,22,,Facial,"Communication was clear, though not very warm. The environment was mostly tidy. I waited a little longer than expected. The service was solid and dependable. Visit reference 2218.",2026-01-23
CUST02219,10,177.41,Spa,Cost was in line with what I expected. The staff were attentive and professional. Cleanliness was acceptable overall. Check-in was quick and smooth. Visit reference 2219.,2026-01-31
CUST02220,4,82.87,Haircut,The experience met basic expectations. The environment was mostly tidy. I waited a little longer than expected. The team was professional but distant. The outcome was decent with room for improvement. Visit reference 2220.,2025-08-17
CUST02221,3,102.78,Makeup,The environment was mostly tidy. The team was professional but distant. Pricing was standard compared to similar places. It was an okay appointment. Service quality was acceptable but not outstanding. Visit reference 2221.,2025-09-17
CUST02222,6,110.22,Massage,"I waited a little longer than expected. Cleanliness was acceptable overall. Communication was clear, though not very warm. Cost was in line with what I expected. Nothing remarkable, just standard service. Service quality was acceptable but not outstanding. Visit reference 2222.",2025-08-05
CUST02223,5,85.49,Spa,Pricing was standard compared to similar places. Cleanliness was acceptable overall. The staff handled requests adequately. Visit reference 2223.,2025-08-09
CUST02224,3,66.25,Haircut,,2025-11-08
CUST02225,4,208.56,Facial,"The service quality was excellent. There was a moderate delay before the service began. I found the value for money reasonable. The environment was mostly tidy. Overall, a good visit. Everyone was courteous and patient. Visit reference 2225.",2026-02-07
CUST02226,10,205.53,Hair Coloring,I waited a little longer than expected. Pricing felt fair for the quality provided. The service quality was excellent. The therapist explained each step clearly. The facility was spotless and comfortable. Visit reference 2226.,2026-03-14
CUST02227,4,79.73,Facial,,2025-10-14
CUST02228,0,47.44,Massage,I noticed avoidable mistakes in the service. I do not think the service justified the cost. The waiting time was too long. I am very unhappy with this appointment. Some areas did not look properly maintained. The interaction felt rushed and impersonal. Visit reference 2228.,2025-04-05
CUST02229,16,148.23,Makeup,The staff did not handle feedback well. The waiting time was too long. I do not think the service justified the cost. The final result did not match what I requested. Visit reference 2229.,2025-06-12
CUST02230,10,168.40,Spa,"The facility was spotless and comfortable. The service quality was excellent. Everything exceeded my expectations. The price was acceptable, though not a bargain. Everyone was courteous and patient. I waited a little longer than expected. Visit reference 2230.",2025-12-28
CUST02231,16,225.61,,"The price was acceptable, though not a bargain. Great attention to detail throughout the session. Excellent service from start to finish. Waiting time was minimal. Hygiene standards appeared excellent. My stylist listened carefully to my preferences. Visit reference 2231.",2026-03-19
CUST02232,1,11.58,Haircut,The final bill felt overpriced. The delay was excessive and poorly communicated. Cleanliness standards need improvement. Visit reference 2232.,2025-04-27
CUST02233,4,146.15,Spa,My stylist listened carefully to my preferences. The cost matched the overall experience. The service quality was excellent. Everything exceeded my expectations. I was seated almost immediately. The treatment rooms were very clean. Visit reference 2233.,2026-02-15
CUST02234,4,39.67,Nail Care,"Cleanliness was acceptable overall. The staff handled requests adequately. The result was fine for a routine visit. I waited a little longer than expected. The price was acceptable, though not a bargain. Visit reference 2234.",2025-07-16
CUST02235,19,122.27,Haircut,,2025-11-01
CUST02236,3,137.74,Nail Care,"Pricing was standard compared to similar places. Communication was clear, though not very warm. The final result looked polished and professional. A pleasant experience with minor issues. Hygiene standards appeared excellent. Visit reference 2236.",2025-11-04
CUST02237,24,146.61,Hair Coloring,Service quality was acceptable but not outstanding. Cost was in line with what I expected. I waited a little longer than expected. Staff behavior was polite but somewhat rushed. Visit reference 2237.,2025-08-05
CUST02238,5,154.36,Haircut,The environment was mostly tidy. The quality of work was inconsistent. The pricing felt high for what I received. Visit reference 2238.,2025-05-30
CUST02239,7,158.00,Spa,Check-in was quick and smooth. The environment was mostly tidy. Great attention to detail throughout the session. My stylist listened carefully to my preferences. The service was solid and dependable. Visit reference 2239.,2026-03-10
CUST02240,13,202.05,Makeup,There was a moderate delay before the service began. Hygiene standards appeared excellent. I found the value for money reasonable. Visit reference 2240.,2026-02-23
CUST02241,28,349.60,Spa,"The price was acceptable, though not a bargain. The appointment went fairly well. The staff were attentive and professional. The facility was spotless and comfortable. The result was fine for a routine visit. The schedule slipped by about fifteen minutes. Visit reference 2241.",2026-04-03
CUST02242,1,67.91,Massage,Staff behavior was polite but somewhat rushed. The space looked reasonably maintained. Visit reference 2242.,2025-07-11
CUST02243,21,313.27,Makeup,The therapist explained each step clearly. Hygiene standards appeared excellent. I was seated almost immediately. The service quality was excellent. Cost was in line with what I expected. Visit reference 2243.,2026-03-09
